listing_id,name,street,type,bathrooms,district,region,planning_area,subszone,built_year,no_of_units,area_size,date_listed,price,bedrooms,tenure_remains,tenure_years
5754948,artra,alexandra view,apartment,2.0,3,central region,bukit merah,redhill,2020.0,400.0,829.0,2021-11-30,1936000.0,2.0,99,99
5385063,pasir panjang road,pasir panjang road,condominium,2.0,5,central region,queenstown,pasir panjang 1,1994.0,,1012.0,2021-10-12,1848000.0,3.0,0,99
4227129,the montana,8 jalan mutiara ,apartment,2.0,10,central region,tanglin,chatsworth,2002.0,108.0,775.0,2021-12-01,1650000.0,2.0,1000000,999
4508086,verticus,3 jalan kemaman ,apartment,3.0,12,central region,novena,balestier,1960.0,162.0,1163.0,2021-12-08,2855600.0,3.0,1000000,999
2998090,sturdee residences,beatty road,condominium,1.0,8,central region,kallang,lavender,2019.0,305.0,420.0,2021-11-02,990000.0,1.0,99,99
7387865,ritz regency,8 ipoh lane ,apartment,3.0,15,central region,geylang,geylang east,2009.0,27.0,1270.0,2021-12-09,2145000.0,3.0,1000000,999
2689133,hyll on holland,holland road,condominium,1.0,10,central region,bukit timah,leedon park,1985.0,319.0,614.0,2022-01-03,1686700.0,2.0,1000000,999
1131121,pebble bay,tanjong rhu road,condominium,3.0,15,central region,kallang,tanjong rhu,1997.0,510.0,1367.0,2021-12-04,2526700.0,2.0,99,99
1254750,cliveden at grange,100 grange road ,condominium,5.0,10,central region,river valley,one tree hill,2011.0,110.0,2842.0,2021-12-25,10450000.0,4.0,1000000,999
8885959,mori,guillemard road,apartment,1.0,14,central region,geylang,aljunied,2026.0,137.0,495.0,2021-12-09,1048300.0,1.0,1000000,999
5387869,seascape,57 cove way ,condominium,4.0,4,central region,southern islands,sentosa,2011.0,151.0,2164.0,2021-12-21,4930900.0,3.5,99,99
4333467,the line @ tanjong rhu,tanjong rhu road,condominium,1.0,15,central region,kallang,tanjong rhu,2016.0,130.0,420.0,2021-11-20,1133000.0,1.0,1000000,999
1104264,skyline @ orchard boulevard,23 angullia park ,apartment,3.0,9,central region,river valley,one tree hill,2015.0,40.0,2067.0,2022-01-05,8047600.0,3.0,1000000,999
3093894,nouvel 18,16 anderson road ,condominium,6.0,10,central region,newton,orange grove,2014.0,156.0,6458.0,2021-09-19,39462500.0,2.5,1000000,999
2973846,waterscape at cavenagh,cavenagh road,apartment,3.0,9,central region,newton,monk's hill,2014.0,200.0,1313.0,2021-09-22,3025000.0,3.0,1000000,999
3509039,park residences kovan,upper serangoon road,apartment,1.0,19,north-east region,hougang,kovan,2014.0,41.0,323.0,2021-11-06,671000.0,1.0,1000000,999
3953991,park colonial,2 woodleigh lane ,condominium,1.0,13,central region,toa payoh,woodleigh,2021.0,805.0,570.0,2021-12-22,1430000.0,2.0,99,99
6880360,the bayshore,bayshore road,condominium,2.0,16,east region,bedok,bayshore,1996.0,1038.0,926.0,2021-11-26,1083500.0,2.0,99,99
1346986,amber park,amber gardens,condominium,2.0,15,central region,marine parade,marine parade,1986.0,592.0,1270.0,2021-12-21,3201900.0,3.0,1000000,999
7104920,juniper hill,ewe boon road,apartment,2.0,10,central region,tanglin,nassim,1930.0,115.0,915.0,2021-12-28,2406800.0,3.0,1000000,999
5872976,fourth avenue residences,2 fourth avenue ,apartment,1.0,10,central region,bukit timah,coronation road,1930.0,476.0,506.0,2021-12-11,1210000.0,1.0,99,99
3445119,city gate,371 beach road ,apartment,2.0,7,central region,kallang,crawford,2018.0,311.0,560.0,2021-12-20,1298000.0,2.0,99,99
1965986,laurel tree,hillview terrace,apartment,1.0,23,west region,bukit batok,guilin,2016.0,70.0,463.0,2021-12-19,880000.0,1.0,1000000,999
6052789,irwell hill residences,irwell hill,apartment,2.0,9,central region,river valley,leonie hill,1976.0,540.0,678.0,2022-01-01,1958000.0,2.5,99,99
8278744,euhabitat,252 jalan eunos ,condominium,1.0,14,east region,bedok,kaki bukit,2015.0,748.0,527.0,2021-07-02,781000.0,1.0,99,99
4679869,tanamera crest,12 pari dedap walk ,condominium,3.0,16,east region,bedok,bedok north,2004.0,288.0,1195.0,2021-06-30,1298000.0,3.0,99,99
5334818,coastline residences,9 amber road ,apartment,2.0,15,central region,marine parade,marine parade,1960.0,144.0,710.0,2021-12-09,1815000.0,2.5,1000000,999
9942984,forest hills condominium,31 transit road ,condominium,3.0,26,north region,yishun,nee soon,2003.0,118.0,1163.0,2021-12-30,1197800.0,3.0,99,99
9216582,kingsford . hillview peak,101 hillview rise ,condominium,1.0,23,west region,bukit batok,hillview,2017.0,512.0,517.0,2021-02-08,768900.0,1.0,99,99
1953977,midwood,8 hillview rise ,condominium,4.0,23,west region,bukit batok,hillview,1930.0,564.0,1259.0,2022-01-02,2126300.0,4.0,99,99
7148042,ripple bay,10 pasir ris link ,condominium,3.0,18,east region,pasir ris,pasir ris park,2015.0,679.0,1260.0,2022-01-05,2090000.0,4.0,99,99
6441684,clavon,8 clementi avenue 1 ,apartment,4.0,5,west region,clementi,clementi woods,1930.0,640.0,1690.0,2021-12-29,2904000.0,5.0,99,99
6908957,concourse skyline,298 beach road ,apartment,1.0,7,central region,downtown core,nicoll,2014.0,360.0,872.0,2021-10-03,1870000.0,1.0,99,99
2823376,forett@bukit timah,36 toh tuck road ,apartment,2.0,21,central region,bukit timah,anak bukit,1930.0,,980.0,2021-12-01,1927200.0,3.0,1000000,999
9240491,the sierra,mount sinai drive,apartment,2.0,10,central region,bukit timah,ulu pandan,1998.0,60.0,1033.0,2021-10-12,1738000.0,3.0,999,999
3424074,commonwealth towers,232 commonwealth avenue ,condominium,1.0,3,central region,queenstown,margaret drive,2017.0,845.0,484.0,2021-06-02,1045000.0,1.0,99,99
4967110,corals at keppel bay,1 keppel bay drive ,condominium,3.0,4,central region,bukit merah,maritime square,2016.0,366.0,883.0,2021-05-19,2277000.0,2.0,99,99
8639019,martin modern,martin place,condominium,2.0,9,central region,river valley,institution hill,2021.0,450.0,883.0,2021-12-14,2750000.0,3.0,99,99
8208693,amber skye,8 amber road ,apartment,7.0,15,central region,marine parade,marine parade,2017.0,109.0,5059.0,2021-09-13,8964000.0,6.0,1000000,999
8470936,watercrest,loyang besar close,condominium,3.0,17,east region,pasir ris,pasir ris park,1993.0,48.0,1324.0,2021-09-13,1485000.0,3.0,999,999
3981752,eden residences capitol,11 stamford road ,apartment,4.0,6,central region,downtown core,city hall,2016.0,39.0,3391.0,2021-07-31,12800400.0,4.0,99,99
7351711,tampines street 11,tampines street 11,condominium,3.0,18,east region,tampines,tampines east,1982.0,,1033.0,2021-12-12,1477300.0,3.0,99,99
2499188,v on shenton,5a shenton way ,apartment,4.0,1,central region,downtown core,cecil,2017.0,510.0,7255.0,2021-09-22,23100000.0,4.5,99,99
3330608,verdale,de souza avenue,apartment,3.0,21,central region,bukit timah,anak bukit,1960.0,258.0,1528.0,2022-01-05,2860000.0,4.0,99,99
4496242,normanton park,normanton park,apartment,,5,central region,queenstown,kent ridge,1930.0,1862.0,1195.0,2021-12-17,2310000.0,4.5,99,99
1150696,the reef at king’s dock,harbourfront avenue,condominium,2.0,4,central region,bukit merah,maritime square,1960.0,429.0,1076.0,2021-12-25,2949100.0,3.0,99,99
6097047,verdale,14 de souza avenue ,apartment,,21,central region,bukit timah,anak bukit,1960.0,258.0,1410.0,2022-01-03,2860000.0,4.5,99,99
7784135,treasure at tampines,3 tampines lane ,condominium,2.0,18,east region,tampines,tampines east,1930.0,2203.0,915.0,2021-12-31,1358500.0,3.0,99,99
8586243,marina one residences,marina way,apartment,1.0,1,central region,downtown core,central subzone,2017.0,1042.0,711.0,2021-12-26,1745700.0,1.0,99,99
7891490,pandan valley,1 pandan valley ,condominium,2.0,21,central region,bukit timah,ulu pandan,1978.0,623.0,1335.0,2021-06-20,2398000.0,2.0,1000000,999
4616191,parc clematis,10 jalan lempeng ,apartment,1.0,5,west region,clementi,faber,2023.0,1468.0,689.0,2022-01-02,1343100.0,2.0,99,99
3401745,76 shenton,shenton way,apartment,2.0,2,central region,downtown core,anson,2014.0,202.0,969.0,2021-09-27,1947000.0,2.0,99,99
6296271,the gazania,19 how sun drive ,condominium,4.0,19,north-east region,serangoon,upper paya lebar,1930.0,250.0,1819.0,2021-12-09,3913800.0,4.0,1000000,999
4635040,the reef at king’s dock,2 harbourfront avenue ,condominium,2.0,4,central region,bukit merah,maritime square,1960.0,429.0,764.0,2021-12-26,1875500.0,2.0,99,99
1432948,eastville apartments,joo chiat lane,apartment,3.0,15,central region,geylang,geylang east,1966.0,16.0,1001.0,2021-11-27,1595000.0,3.0,1000000,999
5865860,canninghill piers,1 clarke quay ,apartment,2.0,6,central region,singapore river,clarke quay,1970.0,696.0,893.0,2022-01-05,3066800.0,3.0,99,99
7603238,mori,guillemard road,apartment,3.0,14,central region,geylang,aljunied,2026.0,137.0,990.0,2021-12-29,1763300.0,3.0,1000000,999
9650174,one pearl bank,1 pearl bank ,apartment,1.0,3,central region,outram,pearl's hill,1930.0,774.0,527.0,2021-12-22,1518000.0,1.0,99,99
7472894,the sail @ marina bay,6 marina boulevard ,apartment,2.0,1,central region,downtown core,central subzone,2008.0,1111.0,861.0,2022-01-05,1815000.0,2.0,99,99
2007780,m66,moonstone lane,apartment,2.0,12,central region,kallang,bendemeer,2014.0,70.0,1098.0,2021-10-03,1518000.0,2.0,1000000,999
8605719,corals at keppel bay,1 keppel bay drive ,condominium,1.0,4,central region,bukit merah,maritime square,2016.0,366.0,581.0,2021-08-22,1551000.0,1.0,99,99
3991059,the commodore,59 canberra drive ,condominium,2.0,27,north region,sembawang,sembawang springs,2024.0,219.0,1023.0,2022-01-03,1673100.0,3.5,99,99
3278266,suites @ eastcoast,171 upper east coast road ,condominium,2.0,15,east region,bedok,frankel,2012.0,116.0,1130.0,2021-08-27,1309000.0,2.0,1000000,999
1611428,dairy farm residences,dairy farm lane,apartment,2.0,23,west region,bukit panjang,dairy farm,1930.0,460.0,936.0,2021-12-31,1551000.0,3.0,99,99
4799105,reignwood hamilton scotts,37 scotts road ,apartment,4.0,9,central region,newton,newton circus,2012.0,56.0,2755.0,2021-05-07,11000000.0,3.0,1000000,999
8194788,costa del sol,bayshore road,condominium,3.0,16,east region,bedok,bayshore,2003.0,906.0,1346.0,2021-12-07,2068000.0,3.0,99,99
5752143,nouvel 18,18 anderson road ,condominium,3.0,10,central region,newton,orange grove,2014.0,156.0,1765.0,2021-06-22,6265600.0,3.5,1000000,999
6031425,leicester suites,leicester road,apartment,1.0,13,central region,toa payoh,potong pasir,2013.0,47.0,420.0,2021-10-09,847000.0,1.0,1000000,999
4203345,tropical spring,simei street 4,condominium,3.0,18,east region,tampines,simei,2002.0,242.0,1389.0,2021-12-03,1595000.0,3.0,99,99
3123522,canninghill piers,5 clarke quay ,apartment,,6,central region,singapore river,clarke quay,1970.0,696.0,732.0,2021-12-30,2439800.0,2.0,99,99
7160385,the poiz residences,meyappa chettiar road,apartment,1.0,13,central region,toa payoh,potong pasir,2018.0,731.0,581.0,2021-10-11,1155000.0,2.0,99,99
6392608,jalan molek,jalan molek,condominium,1.0,14,central region,geylang,aljunied,2026.0,,484.0,2021-10-12,935000.0,1.0,0,99
1566508,sennett residence,pheng geck avenue,condominium,2.0,13,central region,toa payoh,sennett,2016.0,332.0,1195.0,2021-11-23,2288000.0,3.0,99,99
1960697,marina one residences,marina way,apartment,1.0,1,central region,downtown core,central subzone,2017.0,1042.0,2250.0,2021-09-25,6207300.0,4.0,99,99
4259338,van holland,holland road,condominium,1.0,10,central region,bukit timah,leedon park,2023.0,69.0,689.0,2021-12-30,2284700.0,2.0,1000000,999
3815071,belle vue residences,oxley walk,condominium,4.0,9,central region,river valley,oxley,2010.0,176.0,1981.0,2021-10-12,5390000.0,3.0,1000000,999
4383083,treasure at tampines,tampines lane,condominium,2.0,18,east region,tampines,tampines east,1930.0,2203.0,1033.0,2021-12-10,1650000.0,3.0,99,99
5921920,the greenwich,seletar road,condominium,,28,north-east region,serangoon,seletar hills,2014.0,319.0,624.0,2021-11-05,814000.0,1.0,99,99
9193079,mandalay towers,mandalay road,apartment,5.0,11,central region,novena,balestier,1974.0,56.0,2508.0,2021-11-24,5368000.0,4.0,1000000,999
1942898,the rochester residences,33 rochester drive ,apartment,1.0,5,central region,queenstown,one north,2011.0,366.0,1023.0,2021-11-02,1595000.0,1.0,99,99
7616049,the jovell,flora drive,condominium,1.0,17,east region,pasir ris,flora drive,1930.0,428.0,645.0,2021-12-17,999700.0,2.0,99,99
3916029,hyll on holland,holland road,condominium,3.0,10,central region,bukit timah,leedon park,1985.0,319.0,1055.0,2021-12-17,2876100.0,3.0,1000000,999
6684538,mon jervois,39 jervois road ,condominium,4.0,10,central region,tanglin,chatsworth,2016.0,109.0,1905.0,2021-12-23,4180000.0,4.0,99,99
9103274,v on shenton,shenton way,apartment,1.0,1,central region,downtown core,cecil,2017.0,510.0,721.0,2021-10-12,1859000.0,2.0,99,99
6772352,bijou,jalan mat jambol,apartment,2.0,5,central region,queenstown,pasir panjang 2,2018.0,120.0,764.0,2022-01-03,1980000.0,2.0,1000000,999
4042440,bartley vue,jalan bunga rampai,apartment,3.0,19,central region,toa payoh,joo seng,2026.0,115.0,1356.0,2021-12-24,2546500.0,4.0,99,99
6787540,pebble bay,130 tanjong rhu road ,condominium,1.0,15,central region,kallang,tanjong rhu,1997.0,510.0,850.0,2022-01-04,1416800.0,1.0,99,99
6339826,treasure loft,shrewsbury road,apartment,2.0,11,central region,novena,moulmein,2004.0,8.0,937.0,2021-12-28,1705000.0,3.0,1000000,999
1731596,meyer mansion,meyer road,apartment,,15,central region,marine parade,mountbatten,1930.0,200.0,484.0,2021-12-14,1480600.0,1.0,1000000,999
1886763,residences @ somme,petain road,apartment,1.0,8,central region,kallang,lavender,2008.0,28.0,431.0,2021-09-22,913000.0,0.0,1000000,999
5328655,mori,guillemard road,apartment,2.0,14,central region,geylang,aljunied,2026.0,137.0,721.0,2021-12-31,1292500.0,2.0,1000000,999
7648456,the woodleigh residences,bidadari park drive,apartment,2.0,13,central region,toa payoh,bidadari,1960.0,667.0,850.0,2022-01-01,1980000.0,3.0,99,99
2399545,midwood,hillview rise,condominium,1.0,23,west region,bukit batok,hillview,1930.0,564.0,635.0,2021-12-20,1237500.0,2.0,99,99
4960224,meyerhouse,meyer road,condominium,5.0,15,central region,marine parade,mountbatten,2021.0,56.0,3240.0,2022-01-03,8647100.0,4.0,1000000,999
4674226,mayfair modern,rifle range road,condominium,1.0,21,central region,bukit timah,swiss club,2021.0,171.0,506.0,2021-12-22,1227600.0,1.0,99,99
5265411,jalan besar,jalan besar,apartment,1.0,8,central region,kallang,lavender,1970.0,,1000.0,2022-01-02,1210000.0,3.0,1000000,999
3560048,the berth by the cove,ocean drive,condominium,3.0,4,central region,southern islands,sentosa,2006.0,200.0,1658.0,2021-11-07,2970000.0,3.0,99,99
3522334,spottiswoode suites,spottiswoode park road,apartment,2.0,2,central region,bukit merah,everton park,2017.0,183.0,743.0,2021-11-02,2200000.0,3.0,1000000,999
5145961,river place,havelock road,condominium,2.0,3,central region,singapore river,robertson quay,1999.0,492.0,969.0,2021-10-12,1593900.0,2.0,99,99
5674900,j gateway,gateway drive,condominium,1.0,22,west region,jurong east,jurong gateway,2016.0,738.0,495.0,2021-12-21,984500.0,1.0,99,99
5813806,thomson grand,sin ming walk,condominium,3.0,20,central region,bishan,upper thomson,2015.0,361.0,1356.0,2021-10-12,2508000.0,3.0,99,99
9849045,wilshire residences,30 farrer road ,apartment,3.0,10,central region,tanglin,tyersall,2024.0,85.0,1270.0,2021-12-10,3839000.0,4.0,1000000,999
7664850,cairnhill nine,9 cairnhill road ,apartment,1.0,9,central region,orchard,somerset,2016.0,268.0,969.0,2022-01-05,2310000.0,1.0,99,99
9590153,peak residence,thomson road,condominium,2.0,11,central region,novena,malcolm,2025.0,90.0,1389.0,2022-01-01,3850000.0,4.5,1000000,999
3212446,76 shenton,shenton way,apartment,1.0,2,central region,downtown core,anson,2014.0,202.0,624.0,2021-12-07,1485000.0,1.0,99,99
2818974,urban vista,12 tanah merah kechil link ,condominium,1.0,16,east region,bedok,bedok north,2016.0,582.0,441.0,2022-01-05,726000.0,1.0,99,99
4227528,parc rosewood,83 rosewood drive ,condominium,2.0,25,north region,woodlands,woodgrove,2014.0,689.0,1765.0,2021-10-24,1518000.0,3.0,99,99
4523233,kingsford . hillview peak,101 hillview rise ,condominium,1.0,23,west region,bukit batok,hillview,2017.0,512.0,549.0,2021-12-07,852500.0,1.0,99,99
9311629,reignwood hamilton scotts,37 scotts road ,apartment,4.0,9,central region,newton,newton circus,2012.0,56.0,2756.0,2021-12-07,10230000.0,3.0,1000000,999
1611310,guilin view,bukit batok street 52,condominium,3.0,23,west region,bukit batok,guilin,2000.0,655.0,1259.0,2021-12-13,1320000.0,3.0,99,99
7847864,corals at keppel bay,21 keppel bay drive ,condominium,1.0,4,central region,bukit merah,maritime square,2016.0,366.0,581.0,2021-01-11,1646700.0,1.0,99,99
3521465,residences @ evelyn,evelyn road,condominium,2.0,11,central region,novena,moulmein,2007.0,208.0,1109.0,2021-10-16,2695000.0,2.0,1000000,999
2103469,one shenton,1 shenton way ,apartment,2.0,1,central region,downtown core,cecil,2011.0,341.0,1607.0,2021-10-18,3729000.0,3.0,99,99
6478493,the shore residences,amber road,condominium,2.0,15,central region,marine parade,marine parade,2014.0,408.0,1292.0,2021-12-22,2530000.0,4.0,103,99
9365828,amber park,amber gardens,condominium,2.0,15,central region,marine parade,marine parade,1986.0,592.0,829.0,2021-12-24,2223100.0,2.0,1000000,999
8635000,crystal rhu,8a tanjong rhu road ,apartment,3.0,15,central region,kallang,tanjong rhu,1999.0,45.0,1270.0,2021-10-31,2626400.0,3.0,1000000,999
5470093,turquoise,51 cove drive ,condominium,3.0,4,central region,southern islands,sentosa,2010.0,91.0,2088.0,2021-10-30,3564300.0,3.0,99,99
8472024,dairy farm residences,dairy farm lane,apartment,2.0,23,west region,bukit panjang,dairy farm,1930.0,460.0,721.0,2021-12-26,1313600.0,2.0,99,99
1350566,the mercury,38 shanghai road ,apartment,1.0,10,central region,tanglin,chatsworth,2012.0,67.0,635.0,2021-07-14,1430000.0,1.0,1000000,999
4352287,midwood,hillview rise,condominium,3.0,23,west region,bukit batok,hillview,1930.0,564.0,990.0,2021-12-29,1893100.0,3.0,99,99
4089321,the avenir,river valley close,condominium,2.0,9,central region,river valley,institution hill,2023.0,376.0,807.0,2021-12-11,2542100.0,2.0,1000000,999
3744387,sims urban oasis,2 sims drive ,condominium,1.0,14,central region,geylang,aljunied,2017.0,1024.0,463.0,2021-12-29,849200.0,1.0,99,99
6087249,martin modern,martin place,condominium,2.0,9,central region,river valley,institution hill,2021.0,450.0,1012.0,2021-12-12,3300000.0,3.0,99,99
2588819,park green,6 rivervale link ,condominium,3.0,19,north-east region,sengkang,rivervale,2004.0,391.0,1367.0,2021-11-27,1485000.0,3.0,99,99
3432385,midwood,hillview rise,condominium,,23,west region,bukit batok,hillview,1930.0,564.0,484.0,2021-12-23,838200.0,1.0,99,99
5031660,penrose,sims drive,apartment,4.0,14,central region,geylang,aljunied,1960.0,566.0,1389.0,2022-01-05,2534400.0,4.0,99,99
2132669,v on shenton,shenton way,apartment,2.0,1,central region,downtown core,cecil,2017.0,510.0,947.0,2021-10-23,2178000.0,2.0,99,99
3354602,marina bay suites,central boulevard,condominium,3.0,1,central region,downtown core,central subzone,2013.0,221.0,1615.0,2021-10-31,3850000.0,3.0,99,99
8368067,meyerhouse,128 meyer road ,condominium,5.0,15,central region,marine parade,mountbatten,2021.0,56.0,3078.0,2022-01-03,8673500.0,4.0,1000000,999
9052002,parc riviera,103 west coast vale ,condominium,1.0,5,west region,clementi,west coast,2019.0,752.0,603.0,2021-12-15,1020800.0,2.0,99,99
8870707,marina one residences,23 marina way ,apartment,1.0,1,central region,downtown core,central subzone,2017.0,1042.0,743.0,2021-12-17,1853900.0,1.0,99,99
9680505,park colonial,woodleigh lane,condominium,1.0,13,central region,toa payoh,woodleigh,2021.0,805.0,635.0,2021-12-12,1518000.0,2.0,99,99
1832459,hillview 128,hillview avenue,apartment,3.0,23,west region,bukit batok,hillview,2002.0,90.0,1044.0,2021-12-28,1342000.0,3.0,999,999
7790949,marina one residences,21 marina way ,apartment,3.0,1,central region,downtown core,central subzone,2017.0,1042.0,1539.0,2021-09-22,4901600.0,3.0,99,99
2552534,normanton park,1 normanton park ,apartment,1.0,5,central region,queenstown,kent ridge,1930.0,1862.0,527.0,2021-12-14,1091200.0,1.0,99,99
6985828,fourth avenue residences,fourth avenue,apartment,3.0,10,central region,bukit timah,coronation road,1930.0,476.0,1485.0,2021-12-14,4100800.0,4.5,99,99
4437514,bliss residences,jalan masjid,apartment,2.0,14,east region,bedok,kembangan,2008.0,23.0,915.0,2022-01-01,1431000.0,2.0,1000000,999
9485382,bartley residences,3a lorong how sun ,apartment,2.0,19,north-east region,serangoon,upper paya lebar,2015.0,702.0,915.0,2021-09-29,1375000.0,2.0,99,99
9034382,leedon green,leedon heights,condominium,2.0,10,central region,bukit timah,farrer court,1930.0,638.0,667.0,2021-12-10,1821100.0,2.0,1000000,999
4626293,the lumos,leonie hill,apartment,5.0,9,central region,river valley,leonie hill,2011.0,53.0,2432.0,2021-10-03,5830000.0,4.0,1000000,999
1968476,8@woodleigh,2 woodleigh close ,condominium,2.0,13,central region,toa payoh,woodleigh,2012.0,330.0,840.0,2021-07-28,1485000.0,2.0,99,99
8291733,westmere,77 jurong east street 13 ,condominium,2.0,22,west region,jurong east,yuhua east,1999.0,280.0,1205.0,2021-07-16,1265000.0,3.0,99,99
2989195,verticus,jalan kemaman,apartment,1.0,12,central region,novena,balestier,1960.0,162.0,441.0,2021-12-21,955900.0,1.0,1000000,999
7860501,the hillier,hillview rise,apartment,1.0,23,west region,bukit batok,hillview,2016.0,528.0,506.0,2021-10-08,803000.0,1.0,99,99
9409290,the jovell,flora drive,condominium,1.0,17,east region,pasir ris,flora drive,1930.0,428.0,645.0,2021-12-10,1050600.0,2.0,99,99
8485036,pullman residences newton,dunearn road,apartment,4.0,11,central region,novena,moulmein,1930.0,340.0,1378.0,2021-12-14,4393400.0,4.0,1000000,999
8370041,optima @ tanah merah,82 tanah merah kechil avenue ,condominium,2.0,16,east region,bedok,bedok north,2012.0,297.0,969.0,2021-06-13,1375000.0,2.0,99,99
5775534,treasure at tampines,tampines lane,condominium,4.0,18,east region,tampines,tampines east,1930.0,2203.0,1711.0,2021-12-17,2530000.0,5.0,99,99
2768236,the gazania,17 how sun drive ,condominium,2.0,19,north-east region,serangoon,upper paya lebar,1930.0,250.0,850.0,2021-12-16,2026200.0,3.0,1000000,999
6439491,queens,10 stirling road ,condominium,3.0,3,central region,queenstown,mei chin,2002.0,722.0,1195.0,2021-11-18,1848000.0,3.0,99,99
4737699,midwood,8 hillview rise ,condominium,1.0,23,west region,bukit batok,hillview,1930.0,564.0,635.0,2021-12-29,1262800.0,2.0,99,99
1617659,sunny lodge,lorong salleh,apartment,1.0,14,east region,bedok,kembangan,2014.0,21.0,388.0,2021-10-12,658900.0,1.0,1000000,999
9459171,parc greenwich,41 fernvale lane ,condominium,2.0,28,north-east region,sengkang,fernvale,2026.0,496.0,958.0,2021-12-25,1207800.0,3.0,99,99
5058918,the glades,4 bedok rise ,condominium,2.0,16,east region,bedok,bedok south,2016.0,726.0,840.0,2021-11-24,1320000.0,2.0,99,99
1772132,leedon residence,2 leedon heights ,condominium,4.0,10,central region,bukit timah,farrer court,2015.0,381.0,2131.0,2021-05-11,5775000.0,3.0,1000000,999
8379481,sky habitat,7 bishan street 15 ,condominium,2.0,20,central region,bishan,bishan east,2015.0,509.0,1291.0,2021-11-06,2398000.0,2.0,99,99
8103706,one shenton,1 shenton way ,apartment,1.0,1,central region,downtown core,cecil,2011.0,341.0,581.0,2021-12-29,1375000.0,1.0,99,99
4352681,10 evelyn,evelyn road,apartment,2.0,11,central region,novena,moulmein,2020.0,56.0,743.0,2021-12-09,2075500.0,2.0,1000000,999
8706053,midtown modern,tan quee lan street,apartment,6.0,7,central region,downtown core,bugis,1930.0,558.0,3273.0,2021-12-31,15400000.0,5.0,99,99
8043016,tre residences,geylang east avenue 1,condominium,1.0,14,central region,geylang,aljunied,2018.0,250.0,570.0,2021-10-12,1153800.0,2.0,99,99
2482386,kallang riverside,51 kampong bugis ,apartment,3.0,12,central region,kallang,kampong bugis,2018.0,212.0,1571.0,2021-05-07,3653600.0,3.5,1000000,999
3211288,one oxley rise,oxley rise,apartment,1.0,9,central region,museum,dhoby ghaut,2009.0,89.0,710.0,2021-10-12,1925000.0,1.5,1000000,999
9144483,one pearl bank,1 pearl bank ,apartment,2.0,3,central region,outram,pearl's hill,1930.0,774.0,743.0,2021-12-26,1980000.0,2.0,99,99
7158846,serangoon north avenue 1,serangoon north avenue 1,condominium,2.0,19,north-east region,serangoon,serangoon garden,2024.0,,850.0,2021-10-12,1192400.0,3.0,0,99
6886846,the lilium,33 how sun road ,condominium,2.0,19,north-east region,serangoon,upper paya lebar,2021.0,80.0,710.0,2022-01-03,1639300.0,2.5,1000000,999
9233173,nouvel 18,18 anderson road ,condominium,5.0,10,central region,newton,orange grove,2014.0,156.0,2476.0,2021-11-01,8465600.0,4.0,1000000,999
8024747,j gateway,j gateway,condominium,2.0,22,west region,jurong east,jurong gateway,2016.0,738.0,968.0,2021-12-12,1868900.0,3.0,99,99
3413225,lakeville,7 jurong lake link ,condominium,2.0,22,west region,jurong west,hong kah,2017.0,696.0,731.0,2021-09-24,1309000.0,2.0,99,99
9496940,la fiesta,sengkang square,condominium,2.0,19,north-east region,sengkang,sengkang town centre,2016.0,810.0,979.0,2021-12-14,1265000.0,2.0,99,99
6748726,the gazania,how sun drive,condominium,4.0,19,north-east region,serangoon,upper paya lebar,1930.0,250.0,1216.0,2021-12-20,2678500.0,4.5,1000000,999
8546941,normanton park,53 normanton park ,apartment,3.0,5,central region,queenstown,kent ridge,1930.0,1862.0,1087.0,2021-12-08,2213200.0,3.0,99,99
7007580,cradels,lorong limau,apartment,1.0,12,central region,novena,balestier,2015.0,125.0,441.0,2021-10-12,748000.0,1.0,1000000,999
5115618,marina one residences,marina way,apartment,1.0,1,central region,downtown core,central subzone,2017.0,1042.0,752.0,2021-11-01,1749000.0,1.0,99,99
2364829,flamingo valley,siglap road,condominium,2.0,15,east region,bedok,frankel,2014.0,393.0,990.0,2021-12-07,1958000.0,3.0,1000000,999
3765717,lloyd sixtyfive,lloyd road,apartment,4.0,9,central region,river valley,oxley,2016.0,76.0,2422.0,2021-11-20,8030000.0,3.0,1000000,999
4148345,q bay residences,17 tampines street 86 ,condominium,3.0,18,east region,tampines,tampines west,2016.0,630.0,1377.0,2021-12-04,1848000.0,4.0,99,99
9222686,one holland village residences,holland village way,apartment,3.0,10,central region,queenstown,holland drive,1930.0,296.0,1098.0,2021-12-22,2909400.0,3.0,99,99
9003679,eden residences capitol,stamford road,apartment,7.0,6,central region,downtown core,city hall,2016.0,39.0,6609.0,2021-10-03,26400000.0,6.0,99,99
7874018,the sorrento,55 west coast road ,condominium,2.0,5,west region,clementi,clementi west,2015.0,131.0,808.0,2021-12-24,1428900.0,3.0,1000000,999
8194937,kopar at newton,8 makeway avenue ,apartment,2.0,9,central region,novena,moulmein,1930.0,378.0,915.0,2021-12-21,2523400.0,3.0,99,99
1076444,coastline residences,7 amber road ,apartment,3.0,15,central region,marine parade,marine parade,1960.0,144.0,1130.0,2021-12-15,2924900.0,3.0,1000000,999
5049344,normanton park,normanton park,apartment,2.0,5,central region,queenstown,kent ridge,1930.0,1862.0,1066.0,2021-12-18,2079000.0,3.0,99,99
